,customer_lifetime_value,total_claim_amount,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
4159,3059.426954,633.6,0,88,26,73,0,1
4160,4945.072236,292.8,78796,61,15,3,0,3
4161,8609.158215,289.040734,79090,107,2,74,0,3
4162,5157.053124,468.0,43906,65,6,53,0,6
4163,3748.99343,354.081091,82189,94,20,17,0,1
4164,7462.926263,7.345946,70263,93,30,66,0,5
4165,15063.50118,1008.569798,19132,207,25,15,0,3
4166,9657.579498,628.8,0,131,34,61,0,9
4167,2799.470318,136.172569,78127,69,5,6,0,1
4168,2759.978287,331.2,92296,69,4,65,0,1
4169,5392.499539,317.109447,0,74,19,8,0,8
4170,5392.502531,265.516965,80550,68,16,67,3,7
4171,3574.990725,429.171384,51950,89,34,90,0,1
4172,5608.172012,350.4,20392,73,23,85,0,9
4173,4754.653816,8.315904,30886,61,8,36,0,6
4174,2239.647297,475.2,0,66,2,76,0,1
4175,7356.383518,292.8,33089,61,10,61,0,2
4176,13283.86446,950.4,0,132,20,22,0,2
4177,6893.171997,326.4,0,68,8,72,0,2
4178,3966.129505,480.0,72439,100,5,22,1,1
4179,16548.85665,47.952426,81639,82,33,26,0,2
4180,5447.201066,114.743385,68815,68,29,37,0,3
4181,4644.90392,94.958688,0,63,0,42,0,3
4182,5318.89664,321.6,25134,67,3,0,0,6
4183,2491.257604,329.206567,25965,65,23,27,0,1
4184,12296.49757,504.0,55193,105,8,22,1,2
4185,6273.911874,412.8,18577,86,21,76,0,6
4186,6366.225775,384.0,44368,80,5,72,0,3
4187,6005.847375,412.8,13528,86,21,35,0,3
4188,11981.98481,257.248789,21514,62,0,59,0,2
4189,11885.96797,756.0,0,105,7,20,0,2
4190,17109.39447,363.865389,87139,213,18,27,0,3
4191,4717.62873,439.2,20355,61,4,6,1,3
4192,4778.682644,350.4,0,73,8,17,2,9
4193,2402.333284,439.2,46210,61,24,44,3,1
4194,13197.92893,326.4,0,68,19,2,3,2
4195,29232.69297,820.8,28613,114,17,8,0,2
4196,8509.850887,523.888845,26057,74,3,63,0,2
4197,4774.379355,525.6,0,73,1,31,0,3
4198,9113.694323,322.046658,76700,112,13,60,0,5
4199,7663.871432,523.2,0,109,5,95,0,3
4200,2599.968438,312.0,45181,65,21,68,0,1
4201,8819.018934,528.0,99845,110,23,25,1,8
4202,6857.519928,1021.719397,0,101,31,1,0,3
4203,7109.341438,404.243868,92423,88,5,79,0,6
4204,2842.822337,16.150175,43793,71,8,31,0,1
4205,12846.4477,513.6,93210,107,6,9,2,2
4206,3498.773857,43.542559,58484,88,15,65,1,1
4207,6005.214792,364.8,26876,76,17,72,0,8
4208,4344.524462,523.2,48054,109,2,64,0,1
4209,25401.51859,236.63519,36800,91,20,18,0,2
4210,4466.977478,292.8,28663,61,15,8,4,7
4211,7849.125533,284.49502,54431,97,19,62,0,3
4212,4250.775183,308.953614,27608,108,30,89,0,1
4213,6073.241952,427.2,22103,89,4,74,1,3
4214,6729.867925,741.6,0,103,13,20,0,9
4215,2588.860221,312.0,46168,65,1,7,0,1
4216,7305.936433,14.386157,83221,91,21,63,0,3
4217,8531.401125,108.025547,98677,105,3,40,0,9
4218,8618.295865,345.6,46379,72,11,57,0,2
4219,4957.033603,400.959425,62803,62,16,12,0,5
4220,12255.12414,1274.4,0,177,0,6,0,7
4221,9624.938903,964.8,0,134,26,88,0,4
4222,7080.131872,465.6,28139,97,31,65,2,3
4223,7053.302737,31.356274,52982,89,8,54,0,3
4224,5365.54161,461.841879,77095,68,22,59,1,4
4225,4306.55935,180.346146,26322,111,8,94,2,1
4226,5970.816921,583.2,25125,81,12,91,1,3
4227,8879.790017,528.20086,52583,113,12,59,0,7
4228,4458.113369,312.0,17622,65,1,36,1,3
4229,5565.892477,311.514116,90607,70,8,89,0,3
4230,5813.242121,350.4,42795,73,2,38,0,4
4231,8365.963454,1263.325007,27042,110,17,3,0,7
4232,7275.921106,445.361629,27984,62,7,51,1,2
4233,15083.78498,331.847478,26021,126,6,32,0,2
4234,8458.912476,345.022359,25448,71,11,59,0,2
4235,8010.968982,250.416569,52009,68,20,29,0,2
4236,2514.428561,374.399828,23504,69,19,56,0,1
4237,4112.625047,569.761582,0,71,16,90,3,9
4238,4369.697742,394.968488,40774,110,28,59,1,1
4239,7356.010439,392.695097,36812,92,23,98,1,4
4240,10656.88195,631.743039,72540,88,7,3,0,2
4241,5365.975978,283.849464,51240,70,0,37,2,5
4242,6047.02516,364.8,20396,76,15,60,1,4
4243,2885.742441,515.122954,35654,72,17,19,0,1
4244,2635.148447,312.0,93884,65,7,10,0,1
4245,2413.888405,379.209349,0,68,6,35,0,1
4246,8341.929905,342.832065,30344,107,29,79,0,9
4247,2487.256248,81.609951,28738,62,2,95,0,1
4248,9212.613275,115.400119,70958,115,1,57,0,7
4249,16407.66461,160.338007,22103,109,16,31,0,2
4250,7017.145586,741.6,0,103,29,91,0,6
4251,5481.502923,177.948654,70795,68,10,95,0,4
4252,10382.38098,25.89566,32821,129,35,40,0,4
4253,5498.940679,350.4,22520,73,17,64,0,3
4254,4846.322223,518.4,0,72,31,75,0,9
4255,14718.11779,446.4,56263,93,27,31,0,2
4256,9656.759549,345.6,0,72,17,52,0,2
4257,4466.101762,307.2,0,64,25,33,0,5
4258,21423.63723,312.0,0,65,9,31,0,2
4259,2531.73969,39.627399,31993,66,14,4,1,1
4260,8378.357502,60.227339,40994,106,8,94,0,8
4261,5093.007525,307.2,29638,64,19,16,0,8
4262,13352.56134,729.595208,0,119,18,65,0,2
4263,14206.98091,355.558088,26056,73,17,73,0,2
4264,10232.85415,740.05751,22821,131,26,99,0,3
4265,15435.68882,4.334425,84581,96,25,50,0,2
4266,8641.046574,415.535724,22193,74,13,74,0,2
4267,7334.915821,358.225234,30969,63,26,79,1,2
4268,7462.926263,7.345946,70263,93,30,66,0,5
4269,3635.028312,460.8,35056,96,12,52,3,1
4270,5525.836623,331.2,73435,69,9,25,0,4
4271,4335.353131,518.4,86096,108,30,1,0,1
4272,4832.117309,1000.8,0,139,6,9,0,1
4273,9267.920019,551.413755,55808,116,31,4,0,7
4274,14700.49784,554.143798,29695,94,34,66,0,2
4275,4905.127076,188.717606,88043,61,2,43,0,3
4276,7289.297853,410.846025,60875,92,0,84,0,3
4277,8478.824155,12.603783,0,77,25,48,0,2
4278,7952.836873,849.6,0,118,0,67,0,8
4279,2869.997625,340.8,70974,71,15,0,0,1
4280,10529.84867,472.850932,37518,131,35,91,0,6
4281,5497.659883,336.0,28128,70,6,52,0,4
4282,7090.468528,446.4,45254,93,4,25,3,4
4283,26416.25478,285.276083,85537,108,4,91,0,2
4284,2727.682464,407.68374,74608,68,11,4,1,1
4285,11814.53241,489.6,41004,102,15,26,3,2
4286,4090.750678,423.819864,38884,102,4,87,0,1
4287,5181.620895,307.2,97131,64,5,80,0,6
4288,6172.392406,403.2,0,84,6,93,0,7
4289,2487.358049,61.20919,22331,64,11,12,0,1
4290,13094.2046,96.212835,37541,109,10,31,0,2
4291,4688.459288,292.8,27357,61,19,48,0,5
4292,2703.466256,41.927219,0,72,19,48,0,1
4293,11315.20373,484.8,11885,101,18,39,0,2
4294,8679.838135,60.151529,52717,109,5,60,0,8
4295,5979.724161,547.2,57693,76,16,56,0,3
4296,10996.71336,748.8,0,104,29,73,0,2
4297,11718.41696,439.361029,73903,73,30,39,0,2
4298,42462.96794,1499.806352,0,281,16,92,1,2
4299,6941.872931,532.8,0,111,3,73,3,6
4300,2551.314013,187.683707,79452,65,33,75,0,1
4301,10656.88195,631.743039,72540,88,7,3,0,2
4302,9333.333631,232.945977,89513,116,5,12,0,6
4303,7507.455372,231.201886,60920,64,10,61,0,2
4304,5320.081159,213.574473,88669,66,9,18,1,4
4305,8609.158215,289.040734,79090,107,2,74,0,3
4306,12298.6863,542.4,17101,113,1,88,0,2
4307,7285.030983,386.031248,44788,61,6,48,0,2
4308,6714.070698,604.270179,0,93,8,42,1,3
4309,2810.464447,340.8,26790,71,4,41,0,1
4310,15320.37177,720.054248,81955,126,3,21,0,2
4311,8488.561363,440.268527,80213,70,12,17,0,2
4312,2379.195759,90.989464,0,66,3,21,0,1
4313,13334.26763,780.990942,47950,170,23,86,1,8
4314,3123.080994,960.115399,0,101,1,83,4,1
4315,2382.706153,312.0,0,65,8,50,0,1
4316,7812.889738,316.8,72353,66,27,15,0,2
4317,14024.35839,256.43803,81872,115,10,55,0,2
4318,5334.784887,109.112713,74606,68,2,34,0,5
4319,9700.35416,993.6,0,138,23,54,0,3
4320,5703.288862,323.836677,41438,72,8,39,0,9
4321,4280.747008,528.0,52679,110,25,21,2,1
4322,3398.052277,1183.780098,0,101,4,60,0,1
4323,11044.10847,200.768848,44524,70,28,42,0,2
4324,3237.996209,326.281835,60244,83,3,72,3,1
4325,25805.26839,393.6,22711,82,8,74,0,2
4326,17497.52201,350.4,0,73,9,94,0,2
4327,22261.0224,339.42418,50398,71,18,51,0,2
4328,9006.598402,412.8,0,86,19,99,1,2
4329,9904.977027,475.2,0,66,1,73,0,2
4330,7432.203079,1037.274096,0,102,16,34,0,5
4331,8150.573759,1310.46158,0,114,11,20,0,3
4332,4956.247235,247.402353,87197,63,35,45,0,3
4333,6537.051379,720.0,0,100,22,24,0,3
4334,9448.833931,516.907624,85221,117,11,42,0,4
4335,7519.133631,185.355353,96306,95,12,17,1,6
4336,2409.368488,316.8,0,66,3,97,0,1
4337,17041.4383,455.191595,22249,64,4,88,0,2
4338,4398.047053,382.067564,0,62,6,62,0,3
4339,5470.060561,702.990032,54507,138,20,11,0,1
4340,3173.032243,484.8,0,101,34,52,4,1
4341,13258.17973,1324.8,20754,184,19,15,0,7
4342,13045.37088,1654.202174,0,190,21,35,1,7
4343,2560.691306,312.0,30027,65,13,10,0,1
4344,3387.77901,422.4,23156,88,9,6,2,1
4345,6439.330195,669.6,0,93,7,85,0,4
4346,7078.948599,252.938842,23222,90,10,66,0,4
4347,2417.763236,468.0,0,65,16,90,0,1
4348,20492.7355,489.6,27317,102,30,12,0,2
4349,7805.31287,508.8,21073,106,25,54,1,3
4350,22062.54841,1620.0,0,225,26,53,0,2
4351,11218.44173,19.170855,69268,93,31,20,0,2
4352,5427.484591,234.393625,74561,68,0,23,1,5
4353,2592.437797,312.0,72421,65,8,23,0,1
4354,2601.351096,17.029835,0,71,4,18,0,1
4355,8433.228985,38.513959,57961,72,27,64,0,2
4356,2967.670797,178.839506,35205,76,7,11,0,1
4357,5380.091626,59.026302,0,74,19,41,0,8
4358,8059.893671,244.727144,72309,68,3,51,0,2
4359,8444.840217,501.83778,76352,109,17,9,2,4
4360,9655.442955,720.0,0,100,30,4,2,2
4361,8178.235107,489.6,29057,102,22,24,0,3
4362,2353.179121,501.153571,0,66,11,73,0,1
4363,8058.659713,484.8,25595,101,5,86,0,9
4364,8012.365866,355.198918,58058,67,28,49,0,2
4365,16473.16905,508.8,22828,106,11,54,0,2
4366,5907.151868,390.161912,0,81,8,47,0,8
4367,8257.666512,424.330166,23815,73,4,47,0,2
4368,4954.292104,312.0,45329,65,13,7,3,4
4369,43026.52149,222.032326,59349,119,15,41,0,2
4370,3794.964613,504.0,19794,105,1,78,0,1
4371,2537.383207,50.359627,92401,64,30,37,0,1
4372,8026.04923,898.430079,0,109,10,20,0,6
4373,7786.676381,378.5566,83000,97,29,76,1,6
4374,5256.923177,225.045919,77693,65,30,15,0,7
4375,8256.2978,159.383042,62902,69,14,94,0,2
4376,2453.336242,449.601961,0,70,5,70,2,1
4377,4312.769798,413.002348,43386,111,17,35,0,1
4378,5556.91458,345.6,29120,72,31,77,0,3
4379,8693.995589,787.88953,48893,110,9,26,0,3
4380,11830.95192,503.144025,92931,146,6,38,0,7
4381,4506.485006,611.941558,15462,115,34,18,0,1
4382,4159.593921,446.4,0,62,1,64,0,3
4383,4462.445111,536.481665,70088,112,0,33,0,1
4384,2515.259002,453.6,25558,63,31,11,0,1
4385,8007.399376,537.6,0,112,12,93,0,3
4386,9901.278118,643.2,0,134,24,51,0,3
4387,12282.84085,388.148089,36328,155,6,21,0,4
4388,44468.02303,1428.972913,32948,127,20,46,1,2
4389,8184.585992,162.199584,69114,103,9,68,0,4
4390,16007.94954,638.4,45302,133,4,34,0,2
4391,6361.845408,110.527627,0,88,28,23,0,4
4392,8736.501241,1169.409787,53173,112,30,57,0,4
4393,4334.064096,590.4,23904,123,1,67,3,1
4394,4376.363592,60.036683,63774,111,18,63,0,1
4395,9294.088719,556.8,67544,116,2,15,0,3
4396,2543.003943,312.0,26691,65,7,51,0,1
4397,6582.450781,297.6,0,62,3,44,0,2
4398,4686.469674,566.4,58089,118,31,83,0,1
4399,14325.15261,652.8,0,136,30,75,0,2
4400,12743.35175,99.674341,99583,64,35,85,0,2
4401,2434.08581,271.489602,0,68,28,65,0,1
4402,25107.09812,350.4,24410,73,5,51,0,2
4403,13432.00289,118.538444,68956,118,12,8,2,2
4404,2753.780996,298.671049,0,73,29,82,0,1
4405,8653.302322,586.390393,20588,113,6,86,0,7
4406,7057.888812,432.0,37840,90,31,9,0,4
4407,5906.940238,128.21198,43440,74,13,52,0,7
4408,2937.424534,332.693627,83195,73,18,36,1,1
4409,4974.235309,336.0,0,70,18,74,0,3
4410,4268.618821,528.0,43209,110,12,16,0,1
4411,4601.913754,552.0,37308,115,2,51,0,1
4412,2404.633766,297.6,22239,62,34,85,0,1
4413,7638.442811,250.323257,66106,95,10,25,1,4
4414,4623.624811,561.6,97065,117,10,0,0,1
4415,5470.181751,746.107437,24910,69,12,79,0,3
4416,4999.34581,159.631303,49414,68,8,82,5,6
4417,15956.51879,98.206649,61148,132,28,25,0,2
4418,9275.681452,571.2,52494,119,5,69,0,7
4419,7595.335237,499.2,20538,104,25,64,0,7
4420,24258.71383,538.689882,0,89,35,22,0,2
4421,24636.96719,162.662641,73716,103,2,91,0,2
4422,2810.464447,340.8,26790,71,4,41,0,1
4423,2337.356699,468.0,0,65,31,52,0,1
4424,4668.043154,561.6,53252,117,1,76,0,1
4425,10972.06778,657.6,24164,137,2,40,0,5
4426,34611.37896,523.2,20090,109,10,59,0,2
4427,2478.833596,133.90029,81721,63,11,5,0,1
4428,26197.41498,542.4,18495,113,10,15,0,2
4429,6282.079645,56.39419,42314,80,23,78,0,3
4430,10954.38352,526.248798,89892,135,9,6,0,9
4431,3164.378577,662.4,0,92,33,41,1,1
4432,7804.597655,91.055318,0,117,18,84,4,8
4433,5207.197499,312.0,21576,65,27,16,0,3
4434,2886.451602,486.278557,10312,78,10,63,0,1
4435,2483.642397,54.961039,50632,62,26,42,0,1
4436,4896.261605,1000.8,0,139,5,29,0,1
4437,4928.001408,279.184512,97917,67,14,32,5,3
4438,8759.592518,556.8,28280,116,7,55,0,9
4439,11281.52451,601.667902,86195,139,12,10,0,3
4440,4315.6705,70.958361,89797,106,19,8,0,1
4441,4491.909095,302.4,0,63,16,5,0,5
4442,6745.248379,1921.248929,0,192,1,27,0,1
4443,28799.95415,1152.0,33635,240,1,23,0,2
4444,14503.02129,931.2,29790,194,25,49,0,3
4445,8270.625331,336.0,44656,70,2,80,0,2
4446,12731.95161,504.0,40870,105,3,56,0,2
4447,4167.094538,94.94292,0,117,8,64,0,1
4448,10455.48983,638.4,28363,133,0,35,0,3
4449,7074.398104,491.384479,94508,88,27,54,0,3
4450,7046.478698,324.695555,0,64,24,73,0,2
4451,13357.44544,696.034509,0,124,13,1,0,2
4452,18708.75831,554.4,0,77,10,36,1,2
4453,8169.334846,835.2,0,116,10,99,0,3
4454,8583.272854,547.2,18017,114,23,54,0,9
4455,12234.36232,930.594707,0,117,15,68,0,2
4456,7185.673718,36.980596,63741,91,25,15,0,6
4457,9060.204521,542.4,57078,113,26,13,1,8
4458,2336.177331,458.661381,0,67,21,28,0,1
4459,7995.41091,150.96491,25239,100,30,59,0,7
4460,5897.555427,421.19002,29227,74,0,83,0,7
4461,3939.00637,882.871945,60021,99,12,28,0,1
4462,2695.352444,780.57363,0,73,23,59,0,1
4463,5459.216794,325.866271,83208,68,10,93,0,4
4464,10721.61076,432.0,25983,90,32,43,0,2
4465,2491.257604,329.206567,25965,65,23,27,0,1
4466,5570.17755,345.6,22679,72,25,32,0,4
4467,5100.737803,242.320409,41186,70,15,29,4,3
4468,7633.821822,445.702958,0,67,7,4,0,2
4469,4656.665064,292.8,29070,61,8,99,2,3
4470,4363.1982,302.4,0,63,13,49,0,7
4471,2526.729022,343.705799,33485,63,6,41,0,1
4472,5122.718927,454.188803,58206,64,2,56,0,3
4473,2483.544888,264.461805,87492,62,15,69,0,1
4474,3489.276369,705.6,0,98,29,37,0,1
4475,7325.917302,216.4268,20757,102,6,74,3,9
4476,4841.057535,292.8,23449,61,33,2,0,8
4477,19964.39708,921.6,0,192,35,34,0,2
4478,32450.39142,499.2,60455,104,20,25,0,2
4479,2628.171324,640.8,0,89,12,73,4,1
4480,3095.627124,369.6,53588,77,10,71,0,1
4481,12731.95161,504.0,40870,105,3,56,0,2
4482,2631.564135,340.8,0,71,11,68,0,1
4483,35984.10457,1267.549091,0,129,2,69,0,2
4484,2906.893312,66.667784,45128,72,13,34,0,1
4485,10628.06415,459.785009,90874,137,18,28,4,3
4486,7590.961288,125.768818,52823,95,7,15,0,5
4487,5108.038755,482.4,26784,67,14,82,0,8
4488,13989.84697,775.526054,22354,118,27,9,0,2
4489,3115.704933,576.0,54420,80,27,0,0,1
4490,13369.44267,621.218119,50800,112,1,45,0,2
4491,8621.185568,417.6,0,87,12,12,1,2
4492,10359.01985,238.868659,84583,65,6,50,0,2
4493,3241.838403,460.815578,33701,88,14,22,3,1
4494,4344.99018,462.63613,0,63,21,27,0,4
4495,5332.462694,309.577946,68931,66,32,30,0,7
4496,7692.456014,504.0,0,105,1,37,0,4
4497,26223.81193,828.0,0,115,22,15,1,2
4498,6930.625422,1386.824722,29318,198,29,96,5,1
4499,11610.25439,15.001594,41503,73,28,69,0,2
4500,8937.118615,604.8,0,126,16,69,0,8
4501,2462.859762,427.25055,0,69,9,68,0,1
4502,2300.691547,302.4,25905,63,21,12,0,1
4503,4078.023331,835.2,0,116,18,86,0,1
4504,2868.598866,118.509791,40046,73,10,51,0,1
4505,4428.031583,303.872752,58577,110,6,62,0,1
4506,4061.590219,130.495798,70129,103,24,57,1,1
4507,18504.2801,737.737825,91268,229,32,62,0,5
4508,4904.894731,667.2,12902,139,3,51,0,1
4509,10827.87278,614.03209,62053,134,3,89,0,5
4510,5745.121547,278.932051,30389,73,34,66,0,4
4511,2423.259778,67.618365,15585,65,22,24,0,1
4512,5926.729379,460.8,23091,96,28,90,5,5
4513,4605.036646,302.4,22571,63,29,51,0,9
4514,2132.771675,691.677138,0,61,0,62,0,1
4515,2643.71574,393.6,0,82,14,56,3,1
4516,5824.224192,338.529369,73976,73,27,84,0,3
4517,6889.6161,417.6,30814,87,8,96,0,3
4518,3008.099115,355.2,80681,74,31,12,0,1
4519,3286.171949,393.6,60934,82,15,64,0,1
4520,13552.77776,446.4,0,62,19,3,2,2
4521,5166.190278,300.940297,80797,64,21,47,0,9
4522,2945.998877,95.997363,89410,74,11,50,0,1
4523,4863.470811,609.6,52728,127,34,34,1,1
4524,4892.617128,334.007478,43199,61,23,31,0,3
4525,3337.59441,238.088581,43510,83,8,75,0,1
4526,5246.278375,456.702735,28909,66,15,66,0,8
4527,9031.214859,650.52179,0,122,15,47,0,9
4528,3580.076125,278.072755,71176,91,3,62,2,1
4529,9802.548509,115.07234,84429,123,11,2,0,6
4530,4825.651946,40.562432,61613,61,6,20,1,9
4531,3203.303695,244.158446,68370,80,0,45,0,1
4532,5659.139938,345.6,52389,72,29,8,1,9
4533,4144.868939,8.281829,64478,103,30,92,0,1
4534,13770.97618,556.8,59207,116,23,21,0,2
4535,3716.479655,460.8,17162,96,15,29,0,1
4536,3123.080994,960.115399,0,101,1,83,4,1
4537,12168.74492,828.0,14973,115,2,75,0,2
4538,2674.730716,331.2,56342,69,12,89,0,1
4539,12741.84754,419.365958,73054,106,34,36,1,2
4540,4037.547258,1056.291709,21586,106,6,5,0,1
4541,8628.303301,842.4,0,117,11,63,0,5
4542,22093.61618,785.367947,24193,185,26,79,0,2
4543,8217.427595,279.996658,84815,68,9,37,0,2
4544,26197.41498,542.4,18495,113,10,15,0,2
4545,8110.536059,433.38842,36554,70,6,62,1,2
4546,4766.367352,656.959783,0,68,3,36,0,9
4547,8819.018934,528.0,99845,110,23,25,1,8
4548,5171.272924,344.469652,0,69,13,90,0,3
4549,3896.572719,350.306385,10853,104,11,18,0,1
4550,6005.027312,151.550875,23749,77,20,6,0,4
4551,6869.185344,331.2,0,69,18,71,2,2
4552,3054.541283,422.4,0,88,29,19,0,1
4553,4874.216555,6.671268,92783,61,1,47,0,6
4554,2747.429661,368.963633,83502,68,25,36,0,1
4555,8717.049833,355.2,83846,74,22,94,3,2
4556,4099.659085,568.844905,18606,110,12,45,1,1
4557,8189.967712,209.387509,72191,68,19,48,0,2
4558,5225.03143,393.528054,57733,66,24,66,0,5
4559,7949.28426,475.2,63688,99,28,93,0,6
4560,3135.405606,272.9955,55855,79,10,71,0,1
4561,3939.00637,882.871945,60021,99,12,28,0,1
4562,5325.724541,496.474767,0,73,17,44,0,7
4563,19483.24011,354.55391,74300,122,23,38,0,2
4564,3459.230941,460.8,0,96,6,8,0,1
4565,17103.79173,340.8,51747,71,8,71,0,2
4566,2753.312714,425.81795,28887,73,16,15,2,1
4567,12866.89474,1415.579302,0,189,24,93,0,6
4568,4420.248983,546.420009,0,68,0,93,3,5
4569,2756.472584,117.585017,43540,70,29,60,0,1
4570,7743.918426,81.377259,96961,64,24,99,0,2
4571,8169.746083,499.2,32799,104,7,27,0,3
4572,3569.864625,1201.085226,0,101,12,38,0,1
4573,10656.88195,631.743039,72540,88,7,3,0,2
4574,7092.635635,415.331869,35173,180,24,9,2,1
4575,2777.341885,331.2,65431,69,7,90,0,1
4576,7550.41865,480.0,0,100,20,48,0,6
4577,4727.354548,345.6,0,72,23,7,0,3
4578,14274.55485,604.8,0,84,35,42,0,2
4579,9559.340024,580.8,40672,121,28,99,0,3
4580,8879.790017,528.20086,52583,113,12,59,0,7
4581,5525.470004,331.2,64816,69,30,33,0,7
4582,5923.208,355.2,36685,74,15,25,0,5
4583,8501.652884,979.2,0,136,20,98,3,6
4584,40235.9731,176.006384,77143,125,5,49,3,2
4585,2584.824329,288.205261,60942,64,11,56,0,1
4586,19278.81715,366.604732,0,61,12,77,0,2
4587,11981.98481,257.248789,21514,62,0,59,0,2
4588,3933.813993,674.973614,25927,103,6,20,0,1
4589,2491.257604,329.206567,25965,65,23,27,0,1
4590,7431.664369,572.352362,27688,92,8,86,0,9
4591,7865.182898,43.084332,75490,97,33,20,0,7
4592,15978.91049,933.624655,33871,136,2,23,0,2
4593,2113.85703,468.0,0,65,27,37,2,1
4594,8661.735884,523.2,85470,109,23,31,0,6
4595,5625.307768,208.035411,97095,70,4,8,0,5
4596,4592.150374,184.222768,73604,114,15,89,0,1
4597,3709.919724,1082.898726,0,112,13,33,0,1
4598,8208.929715,494.4,40646,103,22,6,0,8
4599,5595.389905,340.8,74454,71,25,29,0,3
4600,3413.62256,417.6,18168,87,25,50,0,1
4601,6325.030596,614.572672,0,89,4,86,0,7
4602,6393.874612,316.8,0,66,4,6,2,2
4603,8738.401013,528.0,43597,110,20,24,0,6
4604,4836.394361,672.0,0,140,15,87,0,1
4605,24967.75842,70.031111,66825,69,11,47,0,2
4606,5409.955926,297.6,0,62,1,9,5,2
4607,2344.233188,532.8,0,74,13,42,1,1
4608,15173.96841,604.8,22448,126,20,32,0,2
4609,11124.20636,42.293622,42596,96,8,82,0,2
4610,4863.266809,646.785442,0,70,3,35,0,5
4611,5577.54128,267.786573,97868,70,5,22,1,3
4612,4526.94696,109.28708,92921,112,35,49,0,1
4613,2519.569496,307.2,41372,64,21,32,0,1
4614,4892.422239,453.6,26660,63,23,40,0,8
4615,18943.26899,494.187643,58851,79,11,33,1,2
4616,8564.768226,178.006524,95697,107,29,29,0,9
4617,4419.539523,537.6,0,112,16,12,0,1
4618,5637.740051,403.2,0,84,4,52,1,4
4619,5047.483378,186.448395,81741,64,10,94,0,8
4620,4913.118904,290.301553,48295,63,25,96,0,8
4621,5799.063709,261.341223,65538,72,24,86,0,3
4622,5568.984683,345.158393,53997,69,26,3,0,3
4623,3861.486269,281.110788,93272,95,3,54,0,1
4624,2912.913958,66.103422,68899,74,6,60,0,1
4625,6980.325287,321.6,0,67,20,14,0,2
4626,6769.324811,698.4,0,97,31,43,0,7
4627,8193.555045,480.578584,54950,103,25,75,0,7
4628,7519.133631,185.355353,96306,95,12,17,1,6
4629,3746.03079,685.907341,70342,96,3,99,1,1
4630,2592.437797,312.0,72421,65,8,23,0,1
4631,4548.291613,950.4,0,132,5,88,3,1
4632,2885.002508,7.214579,77748,72,1,51,0,1
4633,4883.551402,374.8996,19096,64,17,5,0,3
4634,9061.057741,419.303041,73876,112,19,71,0,8
4635,16728.34386,1706.4,0,237,1,29,0,5
4636,11177.7521,455.851876,20742,100,17,52,0,2
4637,4364.311891,778.350073,44804,114,15,13,0,1
4638,22940.38215,304.699889,52993,64,16,86,0,2
4639,4926.282836,126.950071,49185,61,11,92,0,8
4640,23086.36478,744.769131,69240,194,16,29,0,2
4641,5149.301306,628.8,26877,131,5,2,0,1
4642,8016.747629,217.472776,82828,67,14,36,1,2
4643,2538.857089,302.4,99824,63,1,56,0,1
4644,10498.92645,146.110685,30352,89,21,13,0,2
4645,2448.646138,331.2,0,69,7,68,0,1
4646,6057.07208,398.4,27681,83,13,62,0,9
4647,8295.837442,224.159416,85478,103,29,15,0,6
4648,2786.661219,430.769347,94310,70,1,76,4,1
4649,25464.82059,465.6,13663,97,1,66,0,2
4650,11469.62991,914.434097,10384,151,5,72,0,5
4651,3557.368368,446.4,17272,93,30,58,0,1
4652,8317.302513,96.431061,64367,104,2,14,0,9
4653,7601.951104,245.248248,47519,96,21,2,0,4
4654,9426.971158,475.159732,26263,85,11,31,0,2
4655,6418.849149,556.85728,0,63,30,34,0,2
4656,6788.084852,855.341729,0,93,2,70,0,9
4657,3358.660979,596.320943,77309,83,22,6,0,1
4658,2439.930981,171.248196,50876,61,13,60,0,1
4659,4505.85011,532.806637,20284,65,14,84,1,3
4660,2309.596399,496.8,22567,69,6,12,0,1
4661,2541.523959,131.813652,63546,64,1,53,0,1
4662,6414.081362,640.8,0,89,0,12,0,5
4663,2585.206268,312.0,28137,65,23,2,0,1
4664,2961.31408,369.6,22608,77,5,10,0,1
4665,2759.978287,331.2,92296,69,4,65,0,1
4666,3341.6835,331.2,0,69,9,72,5,3
4667,5169.49937,350.4,12430,73,22,13,0,4
4668,4117.37239,1301.796063,0,116,19,99,0,1
4669,5552.596353,377.498287,50470,71,1,87,0,8
4670,7285.030983,386.031248,44788,61,6,48,0,2
4671,13916.93446,571.2,52423,119,2,80,1,2
4672,11044.42715,478.107847,29696,139,17,41,0,3
4673,3531.039178,238.132215,26884,89,11,84,0,1
4674,2759.618207,331.2,64388,69,12,51,0,1
4675,6500.409697,292.8,0,61,13,37,0,2
4676,6369.262355,398.4,34498,83,30,72,0,7
4677,13083.48622,518.4,73060,108,9,78,0,2
4678,2150.906016,453.6,0,63,8,83,0,1
4679,8447.888167,2.54009,61337,105,35,46,0,9
4680,5075.420953,350.4,0,73,28,8,0,3
4681,3527.851585,189.144728,59496,88,22,64,0,1
4682,13061.51639,1474.267145,0,180,4,45,0,6
4683,6259.510365,39.781368,37813,78,4,26,1,5
4684,16681.32634,499.2,55907,104,23,64,0,2
4685,5791.610721,242.842607,80480,72,6,55,0,7
4686,7980.488637,195.218968,72734,66,7,96,0,2
